movieId,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30
1183,5060,2657,2396,2763,300,5810,1266,3186,1333,1276,46723,1208,1641,551,2021,2692,923,1673,3996,920,4641,4643,1092,1674,3210,2712,55052,2529,3751,1223
1193,1961,1617,1258,1079,1206,1090,7361,356,1089,72011,2174,1221,296,1278,2858,3101,1358,1265,1307,1032,1214,1207,750,2997,260,593,223,912,1641,589
1196,1210,260,1291,1198,480,589,1270,5349,592,33493,150,1,5378,4993,2571,1240,68358,2628,2640,6874,648,380,1580,1221,58559,2951,61240,7153,6333,296
1197,2918,1198,68954,2716,2502,914,3175,8873,588,8784,337,3911,1028,1358,1073,1097,1210,357,8961,1196,150,1249,3489,29,595,68358,1270,1207,919,1276
1198,1291,1196,1270,480,1210,1036,2115,5349,260,380,1580,592,1,2000,150,1097,377,2716,589,296,1101,6539,4993,500,1961,5378,1240,648,4306,588
1199,1175,4878,2968,1206,3160,8914,111,1391,541,6874,1288,44199,2997,3681,7438,1172,1732,2021,32,1222,750,1089,3949,31878,293,5015,924,1748,5617,68954
1200,1214,3527,1036,1240,3703,592,589,541,288,480,457,2916,1674,1263,2571,2000,1210,1370,593,1994,1997,37733,2028,2987,2762,5952,2580,377,1222,2194
1201,2951,1953,3681,1214,4979,1258,4855,1206,1394,296,913,1617,1252,150,2019,1274,2288,924,1208,2947,4370,1222,4226,923,2959,1263,368,4027,3020,2395
1203,912,922,913,1962,1276,1193,1252,2529,1219,904,5060,5954,457,4855,1212,1245,3868,4128,3252,68954,1234,3421,3703,1267,6787,1262,5617,3386,908,4239
1204,1233,1266,1250,594,914,1208,913,1276,3186,1408,904,1252,1200,596,1234,527,2396,4993,3471,1029,1207,3363,4641,1267,6867,1203,908,357,5618,1674
1206,1089,1258,296,1208,1222,924,1079,5902,1090,111,1193,778,750,1263,2997,1732,7438,2858,4027,6874,6711,3949,4979,223,6016,1961,1,2959,1032,1201
1207,2949,953,919,1,2804,8360,920,2078,31410,1234,1097,1035,1617,3114,2355,1193,2947,2087,2948,150,1387,1304,1029,904,1278,1262,595,1242,1028,1022
1208,1258,1206,1090,1222,1263,750,2997,924,1214,1089,858,778,3527,296,32,1221,1228,111,1225,2288,5902,48738,3703,541,1219,1252,4881,923,1193,4027
1210,1196,260,1291,33493,480,5378,1198,1270,5349,2628,589,2640,2571,59315,2115,592,4993,1580,150,6333,364,68358,1,1101,33794,356,7153,2000,110,586
1212,922,904,1953,1234,903,1252,1500,1228,1267,471,745,1148,2019,2599,2427,1203,913,923,1247,1172,908,5060,8783,1278,51540,27773,6787,4235,4128,3471
1213,296,48516,858,4262,6,1228,1617,1466,1221,3006,111,1089,47,1196,593,1036,2502,1923,1276,16,1090,1262,1234,1210,58559,1245,1307,4886,474,778
1214,1200,3527,1387,1240,1258,1036,1320,592,593,541,924,3703,1208,288,2288,1997,296,1201,1193,480,1961,2916,3702,2455,1219,48774,1097,2278,4855,3081
1215,4855,1261,2167,4105,2273,2791,196,3020,70,1391,1997,380,1587,2115,7360,2916,3753,1732,180,442,1676,3948,3698,2947,434,2985,4367,608,1610,1240
1219,1997,1258,904,1407,908,903,750,858,1221,1333,1228,2947,1682,4007,2640,2987,1214,1097,7445,5266,1343,2949,2762,2710,111,1466,5989,593,913,1387
1220,2000,5060,590,1223,1580,62,1101,1210,1307,435,2716,367,3421,3039,7004,2001,4085,410,51255,368,485,4886,6708,4963,508,2701,1196,500,3253,2539
1221,858,1278,260,1193,1219,111,589,1196,1247,1252,1208,1213,296,1210,1954,6,919,1617,1,1387,2951,480,1097,1250,750,1207,593,1089,1234,923
1222,1090,1258,1206,1208,1089,3949,2712,7438,1263,2194,1617,223,3160,235,471,593,592,2997,2076,2858,4034,4881,1245,1674,3020,4979,778,288,1673,293
1223,1148,745,38038,1387,6350,34,4007,1617,2542,1259,3751,40819,1307,6534,1367,1220,45950,1247,1278,1358,8873,2018,364,1784,41997,3681,3252,7323,1333,2080
1225,1090,1961,1617,1262,4901,16,3702,2916,350,1653,1610,1962,608,3703,1302,1208,141,1994,368,904,1339,2396,3147,2716,3499,1270,1252,1641,161,5902
1228,1230,1219,922,1213,1208,1212,1252,1466,2871,3362,111,1258,2019,1673,52973,750,47,1247,6188,904,30812,39292,1358,51540,33679,8949,2804,3421,3949,1953
1230,1228,1252,923,913,3160,235,903,3362,750,1673,1208,922,4881,3809,223,1193,8949,4226,1258,5013,1247,1617,44199,1222,2231,39292,1221,1219,69481,1953
1233,1204,3168,1266,4641,55118,1267,2019,594,778,1208,6863,4901,3363,4027,2028,1247,3967,1252,750,1250,1090,1235,3186,4993,40278,34048,913,2144,2396,3702
1234,1278,1304,3681,953,1953,76251,1617,1207,1212,904,1293,2000,8958,1276,3006,1175,8784,7323,5064,2951,1262,1247,7090,1674,37741,1466,61240,1307,1263,1252
1235,1358,3911,2395,3317,141,1953,5902,56782,4881,1247,4128,1673,4027,5673,3160,3168,1245,1617,1233,36,750,3967,4641,1222,2427,36517,2288,5992,3897,46578
1240,589,3527,1291,2716,1954,1200,2916,1214,2000,1270,2985,1196,1036,592,1198,2167,3703,1097,1210,457,2640,380,480,1587,293,2762,5349,1580,367,165
1242,1784,3006,1060,31410,6,1259,3255,4995,1466,508,1961,8873,55118,1387,3101,318,1617,1653,5903,1090,1721,553,1358,2268,6539,357,110,8958,4011,1304
1245,4881,8783,4262,913,3108,4007,3317,3555,1222,1252,1343,5266,4734,832,2641,3499,2455,74458,55765,161,8636,1617,2712,53972,6787,4873,69481,1584,2268,31658
1246,1704,1584,1682,5989,4022,4963,440,4148,161,1961,3408,500,4014,1193,3448,1721,2268,1617,1242,36529,1278,356,357,2858,527,4370,783,6281,590,2762
1247,1358,3101,1276,1304,904,919,1617,61240,5015,5225,1221,1223,111,923,1234,1278,1252,48394,50872,1285,2951,908,1090,1947,3006,1193,3681,608,2858,55118
1249,61240,3275,2951,3681,48394,1079,555,3101,1358,2324,2858,2692,8873,111,1278,1304,31410,1242,3702,4993,1247,7323,1090,4306,1263,1307,5218,1961,2000,1197
1250,899,1204,904,1234,1333,1953,919,1221,1262,1267,920,858,82459,1247,1090,912,111,1387,2947,1641,2019,1233,2355,910,6870,150,4027,1208,34,41569
1252,908,5060,4034,1673,913,922,2455,1230,903,1212,1953,1221,1288,923,1247,904,1172,1245,2947,1208,3702,1234,1228,2871,1358,1225,1219,1090,1203,1267
1258,1208,1222,1206,2959,1214,1089,1193,1219,593,2288,3949,235,2710,3160,111,55269,778,1201,508,4979,1347,2395,592,56782,2657,541,750,48774,1732,3101
1259,1358,508,2918,1617,1968,223,61240,1242,1466,1079,2797,1307,2542,2858,1387,778,1223,1036,500,337,2028,4002,1276,2908,592,2804,2174,45950,1101,1961
1261,4105,1215,69481,2288,3868,1274,5945,8874,2985,2791,410,3527,2987,608,54503,223,196,3000,2124,2455,370,1391,442,3702,1240,2160,16,435,899,1288
1262,1610,457,1961,48738,539,454,1225,1784,553,2406,1035,368,1372,349,1617,1722,2947,8360,1597,1994,1953,434,1234,5377,1207,1954,1674,4855,1393,2000
1263,1208,1953,1222,1090,1206,31410,2858,1358,3681,6867,1089,1617,111,1259,1200,2871,1304,1214,1234,2490,3897,914,5060,72011,8873,1278,1258,1249,296,223
1265,1682,500,1270,4022,1079,2174,2716,1073,1580,1,1036,919,1485,1617,5349,6373,356,1961,457,648,6377,454,1387,150,2890,344,2683,2918,2000,1291
1266,2144,1204,2406,1233,11,913,2804,3681,2028,5810,3527,5956,1222,555,410,1129,1997,2021,1208,6863,3363,1608,2467,3994,1674,474,1673,111,527,1183
1267,904,1953,908,4855,2529,1387,913,69844,1212,1252,1233,1219,1250,1997,48774,1262,5388,910,6787,2890,5989,55118,3006,4027,161,1193,2006,30707,1225,5872
1270,2011,2012,2716,1291,1580,2000,2420,1198,589,5349,1036,1,380,364,592,2640,586,1210,1097,1265,480,1961,2174,1196,2001,500,1387,588,2115,1370
1271,3255,802,4014,455,1962,508,3105,3256,1569,2321,3101,4321,1968,5991,3108,1394,7004,4638,3967,1246,1101,2431,1801,2724,1127,5989,590,4874,3408,2150
1274,741,1288,4855,2916,3081,3000,2115,1371,1261,8983,30810,1276,7090,924,8950,1215,1201,2987,1729,1690,48774,592,661,2167,903,1214,61240,223,2599,3988
1275,2167,434,1876,1396,3527,2124,2470,4446,553,1587,1918,736,2640,2194,2001,8361,1597,2002,1610,40815,2605,54286,4085,196,2916,2011,208,6537,3793,8636
1276,8784,223,1358,4855,1732,1247,3681,1617,8873,3160,1172,555,88744,1259,778,741,1234,61240,2951,8958,72011,1610,76093,904,1304,5903,914,380,7090,74458
1278,1234,1617,1674,904,3039,1079,2268,1221,3101,1193,2019,337,1641,3681,1358,1307,1304,741,1682,858,1288,1466,29,2580,5060,750,2692,3897,8873,2000
1282,899,596,4014,4874,1032,4643,2019,783,594,1947,924,471,551,31658,2470,41566,33493,1252,2081,1029,919,1380,1097,2080,1223,2105,922,2174,3317,1333
1285,913,1358,661,2144,3809,1345,1247,2918,4571,3969,36,410,471,58998,5617,3499,903,4641,1391,2291,7160,3510,2174,40278,5995,4447,1967,3418,1245,1680
1287,553,2641,4321,161,4007,2150,4855,3510,2268,1994,2467,474,368,2194,1242,2947,3753,899,1610,457,2058,1262,1374,2529,5872,914,1608,10,3082,1962
1288,745,923,1274,1278,2791,1252,858,337,2599,1089,1391,2761,1617,29,4034,4571,750,1953,913,3160,1221,5989,1673,38038,1136,924,1206,2355,8376,8949
1291,1198,2115,1210,1196,1270,592,1356,5349,480,589,2000,2006,1036,2640,1240,33493,260,33794,1,1580,3793,377,165,1097,648,3753,5378,2716,1722,10
1293,37741,8958,17,1234,98809,55118,1307,49530,3418,1387,3698,3101,4886,8464,6385,1259,4995,1090,1304,508,1207,31410,1097,3006,41285,3869,1961,1242,3681,6787
1298,4007,3252,1027,11,4321,2028,104,153,3617,3101,1962,2539,6979,31696,3186,1608,95,539,5010,3160,4148,4015,3256,30825,3386,4734,3969,3753,5991,1339
1302,553,1962,317,3386,45517,3499,3471,440,1225,3255,2797,3101,3114,1242,919,3671,595,4148,899,500,587,1262,1207,904,454,2302,3897,2291,368,2406
1304,3681,1234,1961,3101,2804,2951,953,1387,2797,1466,920,1247,1358,2268,1953,1704,1242,1278,1276,1207,3363,457,5872,1610,1060,56367,1262,919,1263,6867
1307,1617,2000,1961,1393,778,539,508,1387,3101,1259,2406,2804,2797,356,1358,1079,1674,357,1569,2908,590,2268,2542,2858,2762,1193,500,1278,1223,150
1320,1690,1214,1377,2916,2167,466,3081,3702,1127,173,27660,2455,8371,370,6934,172,5445,4643,3527,196,2353,6537,25,4148,253,1676,7360,292,34150,3409
1333,1387,5060,1375,904,6534,2018,46972,1219,2455,1374,903,953,1407,919,34048,1947,2529,5989,3826,922,2949,2871,2797,1953,3948,1356,1207,1223,45499,2268
1339,253,3081,4720,110,1961,3798,3020,1092,3101,1610,4262,1784,3039,1225,590,1343,6534,4148,1921,1587,1544,1101,2115,2003,593,2916,4776,48394,2336,5630
1343,474,1101,3082,3101,4148,1092,370,3386,1219,7445,4007,1994,5528,6957,45186,2268,1544,3623,1245,1339,1391,3176,21,288,1645,2231,1625,4571,368,784
1345,1982,1994,2160,3499,1285,455,4007,2078,6754,4105,6807,7022,2002,2987,3253,4855,54995,2054,3421,1092,1129,3081,1407,2174,4571,196,3418,2003,1997,1261
1347,1644,1258,1407,1982,7004,2378,435,3409,1717,1259,5219,4128,2706,2232,3256,4105,1092,1214,2003,3535,410,2797,1219,288,2985,1587,2987,6708,2710,2273
1356,1374,1375,329,1376,1291,10,1372,2640,1387,8636,1722,2641,3082,1270,5349,2455,2006,2529,316,1,2000,3793,1954,2353,2268,3175,1059,2115,380,2890
1358,1259,555,778,1247,3101,8958,1276,55118,508,25,337,1060,2858,3681,2804,50872,741,1307,72011,6867,1242,1263,1968,1235,1304,1193,2502,1090,1278,904
1367,2085,2572,1029,455,2087,2953,745,2018,355,1148,3247,1022,158,595,1028,2701,1223,34,2081,3608,653,586,2078,1562,1073,661,673,410,3798,2080
1370,2001,2000,1036,165,2011,377,2002,434,2716,1608,1101,380,786,163,2012,1573,1270,4701,349,2115,2006,3793,733,1580,2268,442,3256,2470,1722,1552
1371,1376,1375,329,1372,1584,2150,3702,1831,1274,27660,1587,33794,2294,2115,1291,4148,1356,10,8914,2105,1097,5378,8368,6534,4105,1722,5349,2987,1219,1732
1372,1374,1375,329,1376,1356,10,3082,349,2948,457,1610,45499,2006,2529,316,2641,1262,1371,2949,1722,2273,1291,2797,1387,2455,292,5872,3751,2640,1953
1374,1372,1375,1356,1376,10,3082,1610,329,2641,2949,2948,2640,2529,2947,457,454,1333,5060,440,2797,5299,1370,1722,2006,2407,8636,4855,1,349,2716
1375,1374,1372,1356,1376,1610,2529,10,329,2455,1371,1333,1387,3082,1097,2115,1722,2949,2640,2797,368,2006,454,4027,509,6936,953,1073,1291,45499,30793
1376,1374,329,1356,3175,1375,1372,1371,2640,1270,2529,2150,1831,8368,2716,2100,2012,1370,10,1580,368,1225,316,3793,2746,34150,141,4855,442,2641,49272
1377,592,2003,7360,1320,1544,1291,586,3798,3081,1391,2115,1092,3527,3793,4720,2028,153,292,8874,2985,1407,4002,3300,253,1831,3809,1356,3698,2717,4734
1380,595,2470,141,364,1088,1035,500,377,588,2657,1721,1101,1485,2355,539,4447,2081,1968,5991,2918,4025,3703,586,3247,2581,3255,6218,2054,3408,7451
1387,1407,1097,1333,1270,1036,1214,1,480,2529,1356,2455,1242,1307,457,1375,1291,595,1610,380,1997,1223,592,2797,3471,1304,1079,1259,1265,150,1961
1391,485,4105,2174,1377,1909,1997,2997,2115,1676,1215,2355,784,6807,2291,1882,1682,1517,288,6709,1544,4370,1343,4643,4027,1356,5459,30810,2985,3702,1288
1393,1961,2797,5377,454,539,2001,3114,377,1307,2194,597,2671,733,4022,2268,2028,2716,2353,1674,2683,4306,434,2000,586,356,587,1722,500,1101,2490
1394,1617,5902,2987,1947,1201,3108,1193,300,4027,3911,4979,1673,5673,1247,1997,1276,4881,2105,2019,6016,296,1265,4235,6708,2716,2791,1246,1073,1921,357
1396,4901,3256,2006,2353,161,339,350,3448,2058,3624,368,1608,3555,1275,5528,2490,440,288,292,8361,3753,1552,3703,54997,1597,3175,7004,3510,3301,1704
1405,2700,2599,4855,2770,2294,2490,784,2174,3254,1092,2353,47,6957,2273,3253,661,1377,2683,8917,2321,216,1393,30810,3608,3176,2291,1645,2763,2959,7325
1407,1717,1387,1644,1036,1270,1219,480,377,2716,3527,788,1573,1097,733,2001,2710,2617,1333,2054,6537,2012,1982,1377,500,1485,1347,2003,2706,592,595
1408,2763,7004,357,5528,8361,474,552,1393,1674,292,1259,2797,1079,553,1784,3448,1200,1876,1801,653,1204,2541,2001,786,5060,30749,110,1242,6947,3948
1466,2268,16,6,4239,1961,7090,1090,1259,508,1617,1242,1968,4262,2804,1079,3681,8958,1304,2231,5995,4148,4901,40819,8873,36529,3996,2951,1278,2353,1213
1485,6373,788,367,500,3948,19,786,586,1580,344,2617,1917,1552,2701,832,8972,153,520,784,317,2,736,1544,5459,104,2054,368,2006,231,5349
1500,471,3255,1212,2599,1396,1242,8798,1784,3317,3421,5617,3510,62,2502,3052,1222,5464,6979,3275,2948,2336,1220,318,2144,2716,1747,1262,34162,1278,6947
1517,2683,5481,3253,344,1923,2700,3033,231,370,368,1580,2918,788,19,2003,1,832,2716,3869,784,2890,586,10,4306,2706,1291,480,2100,3868,6936
1527,3300,293,1291,316,1676,2470,32587,1580,2115,2716,2987,1917,780,3052,2000,3863,2291,471,353,2571,4011,1356,6541,329,32,3793,2916,5989,31696,1270
1544,1882,4638,3977,2617,2003,1485,2,1036,153,2470,2167,196,2605,736,5378,586,1101,1562,480,2115,4701,788,1088,367,8972,1608,5219,673,4270,2006
1552,733,1917,1573,95,1608,786,380,2617,1485,736,165,780,1036,442,21,434,4270,1101,153,1610,832,2278,196,3717,3753,377,1580,2001,3698,802
1562,153,1882,158,1544,6157,4367,6503,1831,736,7454,4638,172,4344,6754,7360,4270,1917,34150,673,5507,786,4369,355,653,4446,1801,2167,3977,552,4890
1569,2724,4246,539,1022,317,2424,1485,5377,1307,3948,2581,2539,339,4018,1035,1393,3408,6155,7451,1101,8984,1610,2671,5810,2248,34150,4447,2916,1552,357
1573,733,95,1552,736,377,1608,434,2001,1370,3623,4344,163,1917,3753,2000,2167,3717,53996,780,196,2617,165,52722,648,380,4369,2605,1485,500,2628
1580,2716,1270,5459,500,377,3793,480,1485,4886,5349,367,2701,780,586,2000,364,2001,2987,2,5378,1291,2640,1198,8961,2683,1265,2054,2571,4896,1
1584,1246,1876,5266,1371,8783,3510,4370,161,587,1127,2321,736,1721,2005,150,4025,1597,440,1245,377,1882,5502,3101,480,292,1779,4022,7004,40583,1210
1587,3527,1129,3039,2985,2167,1240,592,1215,2640,2490,1092,2529,1275,288,1371,4085,2947,69844,1339,3448,442,2826,434,353,1090,2115,788,2000,329,3698
1590,1779,3020,2288,2987,3300,2701,1748,1214,4881,7147,2232,2021,592,2278,1201,1967,30812,3176,172,2985,4148,3081,1274,2916,1320,1377,7360,2746,6807,329
1597,4901,3863,6378,1625,3623,161,786,733,368,3101,8984,5630,2353,1608,1917,3753,1262,4344,163,5481,1573,3256,6754,6936,7162,7004,349,185,4223,5266
1608,786,1552,2617,2001,1036,3753,832,1370,733,3623,2640,5349,1573,196,3717,780,2353,377,1722,2000,95,4701,2420,165,736,2706,2058,2641,2273,1485
1610,1036,10,380,733,474,2278,2268,434,1101,786,2000,1375,457,2797,1374,1961,150,3448,1262,161,3082,1291,1552,2006,349,350,3698,1372,368,1387
1617,1307,1278,223,1259,1961,50,2268,1394,1090,2858,1466,1089,3101,380,1193,296,4034,1079,1674,1704,1265,2599,1225,1682,1242,1276,1234,1222,3897,590
1625,5630,1597,368,8464,5266,471,5989,5679,3448,1608,47,3698,95,1923,2490,1690,2115,2268,3527,2023,1961,1466,1092,2000,196,2890,1343,733,1573,4148
1639,180,3052,223,1747,1028,8807,1262,2329,4734,1080,1275,2078,1393,508,6711,4014,1197,6,5010,30749,1060,2605,6333,3253,3039,6953,1569,4489,3489,6979
1641,1079,1674,1278,36517,1617,1953,5013,1193,2890,3868,1094,3967,673,1307,3108,3408,300,141,1962,4014,1234,1225,2997,457,3608,5991,3176,3254,5060,2657
1644,1717,1407,172,2541,4638,1911,8361,1801,673,4369,736,3409,5219,786,2431,410,7004,1544,44,1347,7454,3489,3785,2470,2124,455,1485,350,485,2617
1645,4855,2278,6323,3826,3081,2167,1092,3252,2701,3176,196,6,1690,434,2231,4890,420,47,1343,2722,8807,913,5956,2467,3527,1485,1339,2712,1610,4874
1653,1961,1090,1242,32,5445,1270,1225,3255,48780,3994,300,4886,5989,8644,4370,2278,2231,1527,2268,293,2918,2321,588,1262,1907,2571,364,3448,3418,161
1673,300,235,2599,1252,4034,56782,3499,3421,555,922,6787,3160,4641,1230,1222,553,16,1982,608,3911,4148,1394,3535,1617,1258,2791,1090,2871,1729,750
1674,3101,1278,1393,2797,1617,2000,1307,1641,1953,555,2763,913,16,2100,2916,2150,2058,1358,1242,2539,377,1262,1090,1608,1234,1200,3826,1222,4321,2599
1676,316,442,2985,292,173,1527,2167,410,3300,196,293,1391,4638,1552,172,5254,6936,4369,2916,5445,4223,377,6281,2455,165,5418,1215,1377,485,3826
1680,1801,2572,1911,440,2580,2353,2605,3253,5299,2336,339,2539,5481,368,4446,3254,377,471,1674,1262,3510,1962,1805,5444,1597,1653,5810,2692,2100,2085
1682,1265,4022,2321,5989,1079,1270,32,1704,2858,1246,2174,33794,1617,2291,1784,6867,150,1961,356,919,7361,500,6874,5349,1073,3174,3897,1278,1,1219
1690,1320,3081,8810,3527,2167,2115,1909,2455,172,4148,3863,3300,7360,6754,2278,3409,1625,4855,2490,2628,1645,5378,2722,60072,1552,27660,1562,3702,196,8783
1704,1961,1246,2268,3408,2858,4995,5989,500,508,1784,1682,1617,3448,2959,7438,1304,6870,3101,1101,1307,6867,337,48738,1466,1242,2997,356,4014,4022,6708
1717,1407,1644,1911,2,2003,485,2420,4701,364,2000,1544,1270,2617,5816,3409,733,4638,586,2716,480,1036,1387,4270,2701,2953,165,6373,5349,2081,1101
1721,500,377,480,597,587,4306,595,364,919,3578,5989,4246,648,539,527,736,1917,780,380,6539,1380,6377,5349,4308,2081,1242,1961,1059,588,356
1722,3082,5872,10,2949,2948,454,2947,3256,1608,349,63113,3753,7143,45186,1291,4701,5481,161,45499,2006,8360,2353,434,1370,1356,3623,2890,8528,1393,2628
1729,16,51540,1274,1673,3527,2712,288,5945,2455,40278,300,25,8949,1214,3020,21,1587,4571,1208,3535,111,1288,2231,1222,1079,2278,1285,55820,4105,4881
1732,1089,778,1276,4979,5902,1206,111,7438,223,2997,1617,8784,48394,1175,1258,1215,1222,48385,608,6874,1682,4027,2858,3481,1259,1784,1358,3020,741,750
1747,2078,1639,1032,2278,596,3020,2174,3868,1028,3489,1258,2490,2087,1358,2003,8917,30749,3052,6979,2105,661,2294,1682,508,2085,1645,370,8958,3481,4901
1748,4370,32,7090,7147,6807,527,5945,1682,30812,541,5445,1219,4148,1590,33004,6870,5502,3994,2023,56367,6708,5995,7361,2987,5388,2231,7323,1617,6377,3949
1777,2335,104,4890,2694,3869,3977,3408,7293,6936,2,7325,4734,2671,440,4447,4018,1393,5481,1517,2273,4901,5010,4718,3868,1917,3033,1485,1597,4816,553
1779,5219,553,19,1590,1882,3826,5459,368,3753,485,292,329,1831,1485,1676,2193,45186,2916,1584,4270,6323,4874,1391,466,4901,2987,316,1466,370,3752
1784,1242,1961,8784,508,1704,3252,597,55118,3481,6,4995,1682,741,3408,8873,2278,1262,4011,4022,2858,2268,3101,1617,4262,40819,1265,318,380,2329,1393
1801,2605,1680,1027,3617,2541,5010,2353,1911,2378,4310,552,4321,5064,1644,2194,440,2572,4344,2826,4890,3753,145,6541,832,2085,7454,455,4007,1562,153
1805,832,2541,2605,163,3421,2058,4239,2353,4344,4369,2167,1801,1573,3252,2378,4890,2826,2683,1517,2539,3869,4776,368,1466,2336,46970,110,145,2278,1923
1831,1882,6378,1562,4367,3717,3247,455,7454,2717,6754,673,1376,95,4270,5219,2003,1371,6157,1917,4025,1544,172,60040,1801,1377,2572,653,4002,355,552
1876,736,1882,1608,8361,3753,8636,292,1917,786,455,1584,1275,480,153,3977,780,2580,377,485,1485,1393,2470,2716,6863,2617,5219,3052,6333,2694,3578
1882,1544,1562,1831,3826,2617,4643,4367,7360,2167,786,7454,673,6534,2,60072,196,1876,4270,44,4701,34048,5219,158,736,2470,5459,3717,31696,2002,4638
1884,778,1921,27904,48043,4239,36529,54997,288,3275,3168,81834,8641,38061,8376,48385,1732,1274,53000,6979,3160,54995,8914,32587,4571,1358,1967,3481,3020,5617,4235
1907,48,2085,2081,158,595,2355,4014,2078,1028,1032,1035,2087,8361,2321,3255,4246,74789,4896,2294,47610,6157,3578,1911,1148,661,588,783,364,3751,2617
1909,1690,1391,7090,1356,5378,33493,4643,2890,4720,3101,2455,173,4027,45186,2355,1625,435,1375,1320,1722,1573,673,3081,300,551,2427,4370,5266,4855,2700
1911,673,2420,158,1801,1644,1485,1717,788,44,6157,3624,2355,2085,1544,2,2001,1608,2081,367,4701,3101,7454,4321,2617,2640,485,595,7004,2572,3256
1917,736,4310,780,2617,1552,733,1101,2,1485,3623,4367,153,6378,500,95,4025,4270,3717,40815,3977,1573,434,8361,165,7454,586,4369,33679,3753,377
1918,2002,2001,2000,165,4701,2490,420,586,30825,2470,2605,5459,1882,5010,442,434,2054,1210,5254,3717,3624,2273,2194,7004,2003,1275,4085,370,1270,6934
1921,3949,1884,53000,5954,1339,44199,48043,4873,16,32587,3081,4027,2231,6807,288,1394,29,64839,4975,293,235,37741,750,36529,55290,215,4388,38061,4848,55765
1923,2706,231,2683,3948,377,1517,3869,2947,1485,344,4718,4306,8360,788,1393,1387,480,1573,1,33493,3868,500,3785,2804,1721,1961,832,19,367,3977
1947,1035,914,2018,1333,919,1394,1247,339,5816,2797,454,5377,1617,35836,2987,5989,10,910,8368,3020,6016,2294,2949,2947,2671,908,6947,1276,1282,1962
1953,4855,2947,1201,1263,1234,1212,913,1674,5060,1617,1267,1304,2599,1641,1358,903,1252,1262,2951,1387,2490,3363,1372,1333,1610,2871,2455,1375,4027,2797
1954,1240,368,364,1036,858,2000,2529,1387,2797,1356,3703,454,434,1291,589,1262,1059,914,1221,1270,3114,2716,2890,3527,1198,1374,34162,1210,33493,2001
1961,454,356,1090,4995,1393,3101,1784,4022,2268,1270,2797,500,1704,2000,590,3147,1617,1307,1610,508,5989,1962,1466,1193,1225,4306,1304,597,1653,4262
1962,3101,3418,2268,1961,3448,2470,3421,2000,4148,1994,3255,292,2100,3510,2087,6936,4890,1302,349,508,454,440,5299,6188,4901,553,1059,1092,350,47610
1967,3863,2161,2716,3033,2174,455,3255,2193,5617,2572,4638,2232,2968,2987,316,54259,1527,1590,5219,3489,6979,3275,8958,788,442,1285,520,2746,349,3624
1968,1259,2918,508,1466,3101,1961,1358,1393,2268,2144,1380,56367,2248,587,1307,1242,141,1704,1270,223,553,733,1485,1276,1079,500,2105,2291,6979,2194
1982,1345,1387,3608,2871,1407,52328,4105,54995,1347,913,1673,1092,2012,1377,904,2455,922,2599,1994,111,337,1258,59369,353,4007,2160,2987,215,3471,3168
1994,1092,1345,3039,1962,292,2003,1961,1262,1270,300,1617,1343,1997,3101,2716,4148,457,3386,2000,2947,1225,2001,3033,586,3421,500,2641,4007,1287,1387
1997,1092,1219,1387,1214,3081,1391,1617,288,4855,55118,2529,1215,2791,1994,3826,541,919,4002,1276,2160,368,593,1200,1222,4034,910,2985,7360,457,5679
2000,2001,2002,1036,1370,1270,165,500,1918,380,1291,2115,2268,733,377,2470,2420,368,1961,434,1580,2716,2640,1610,1307,4085,4701,1608,1101,1240,589
2001,2000,2002,1918,1370,1036,165,1608,2470,420,2716,377,1580,2268,1270,1393,368,4701,196,1573,786,434,733,2420,2115,2100,2640,500,2194,1101,1552
2002,1918,2001,2000,1370,165,2490,2470,2194,5459,1882,292,2268,2054,1101,4701,420,2006,1036,1270,2605,1580,434,500,2640,7004,586,2011,1544,3869,1393
2003,1544,3033,2005,5254,2011,1377,2420,485,2717,5219,2174,592,2,1717,1517,3409,2115,3527,2987,2161,2985,370,1994,2640,2716,2455,586,3617,4128,661
2005,2003,2161,344,2174,4489,3033,1073,34162,2011,161,293,4128,2985,2115,586,5956,1584,6863,2908,661,216,736,1962,8983,36529,2291,380,1370,49530,520
2006,1291,10,2115,1485,1370,368,3948,1610,1722,3082,673,1036,1396,2605,1027,2724,2640,2054,1544,1608,2617,1372,6378,1356,5349,553,2268,7458,2080,165
2011,2012,1270,586,2115,1370,2420,2640,2716,2717,5459,3793,1097,1580,2985,4896,2470,34048,367,2,2003,2001,6365,1291,2000,104,8368,380,5816,5378,589
2012,2011,1270,586,2,1370,2115,500,3793,2640,2717,2420,2054,1291,1580,1485,5459,2716,5349,2617,1101,2987,165,1917,1198,8368,2000,1882,367,40815,648
2018,596,1022,1029,594,2087,1032,2078,34,1333,1367,1,1035,3114,953,2949,2080,919,1947,1223,1097,595,1028,3608,1207,2948,1073,1387,745,339,6377
2019,899,1278,922,16,4979,1233,1201,2947,1212,1193,1206,1228,1394,913,1252,6016,1282,1247,2761,1250,1288,3897,3949,6708,7361,1079,750,5225,223,4489
2021,3160,471,2115,5219,2193,3471,1690,52328,2167,1266,3168,1214,2232,1645,5956,541,592,1590,1258,6323,4848,8914,3363,1215,1199,53125,3702,70,1183,3969
